PROSPECTID,Total_TL,Tot_Closed_TL,Tot_Active_TL,Total_TL_opened_L6M,Tot_TL_closed_L6M,pct_tl_open_L6M,pct_tl_closed_L6M,pct_active_tl,pct_closed_tl,Total_TL_opened_L12M,Tot_TL_closed_L12M,pct_tl_open_L12M,pct_tl_closed_L12M,Tot_Missed_Pmnt,Auto_TL,CC_TL,Consumer_TL,Gold_TL,Home_TL,PL_TL,Secured_TL,Unsecured_TL,Other_TL,Age_Oldest_TL,Age_Newest_TL,time_since_recent_payment,time_since_first_deliquency,time_since_recent_deliquency,num_times_delinquent,max_delinquency_level,max_recent_level_of_deliq,num_deliq_6mts,num_deliq_12mts,num_deliq_6_12mts,max_deliq_6mts,max_deliq_12mts,num_times_30p_dpd,num_times_60p_dpd,num_std,num_std_6mts,num_std_12mts,num_sub,num_sub_6mts,num_sub_12mts,num_dbt,num_dbt_6mts,num_dbt_12mts,num_lss,num_lss_6mts,num_lss_12mts,recent_level_of_deliq,tot_enq,CC_enq,CC_enq_L6m,CC_enq_L12m,PL_enq,PL_enq_L6m,PL_enq_L12m,time_since_recent_enq,enq_L12m,enq_L6m,enq_L3m,AGE,NETMONTHLYINCOME,Time_With_Curr_Empr,pct_of_active_TLs_ever,pct_opened_TLs_L6m_of_L12m,pct_currentBal_all_TL,CC_utilization,CC_Flag,PL_utilization,PL_Flag,pct_PL_enq_L6m_of_L12m,pct_CC_enq_L6m_of_L12m,pct_PL_enq_L6m_of_ever,pct_CC_enq_L6m_of_ever,max_unsec_exposure_inPct,HL_Flag,GL_Flag,MARITALSTATUS_Single,EDUCATION_GRADUATE,EDUCATION_OTHERS,EDUCATION_POST-GRADUATE,EDUCATION_PROFESSIONAL,EDUCATION_SSC,EDUCATION_UNDER GRADUATE,GENDER_M,last_prod_enq2_CC,last_prod_enq2_ConsumerLoan,last_prod_enq2_HL,last_prod_enq2_PL,last_prod_enq2_others,first_prod_enq2_CC,first_prod_enq2_ConsumerLoan,first_prod_enq2_HL,first_prod_enq2_PL,first_prod_enq2_others,Approved_Flag_P2,Approved_Flag_P3,Approved_Flag_P4
7227,16,4,12,5,3,0.312,0.188,0.75,0.25,8,3,0.5,0.188,2,4,1,7,0,0,2,5,11,2,103,3,65,13,11,2,27,25,0,1,1,0,25,0,0,27,8,11,0,0,0,0,0,0,0,0,0,25,18,3,0,1,5,3,5,48,7,3,2,35,20000,76,0.75,0.625,0.631,1.0,1,0.827,1,0.6,0.0,0.6,0.0,14.865,0,0,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False
38865,12,3,9,6,3,0.5,0.25,0.75,0.25,11,3,0.917,0.25,2,0,1,6,0,0,2,0,12,3,16,4,41,4,4,1,27,27,1,1,0,27,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,26,1,1,1,13,7,12,3,19,10,2,45,15500,60,0.75,0.545,0.734,1.0,1,0.856,1,0.583,1.0,0.538,1.0,16.631,0,0,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False
17690,26,16,10,0,5,0.0,0.192,0.385,0.615,8,5,0.308,0.192,1,1,5,7,9,0,2,10,16,2,105,8,35,33,5,7,90,60,1,1,0,3,3,5,1,0,0,0,0,0,0,0,0,0,0,0,0,3,12,4,0,2,5,0,4,2,8,2,2,39,45000,155,0.385,0.0,0.683,0.678,1,0.893,1,0.0,0.0,0.0,0.0,10.465,1,0,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False
16175,6,2,4,2,2,0.333,0.333,0.667,0.333,3,2,0.5,0.333,0,1,2,2,0,0,1,1,5,0,64,4,42,10,7,3,3,3,0,3,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,17,5,3,4,4,2,3,61,11,6,1,30,30000,74,0.667,0.667,0.627,0.657,1,0.908,1,0.667,0.75,0.5,0.6,4.421,0,0,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False
39663,9,5,4,0,0,0.0,0.0,0.444,0.556,1,1,0.111,0.111,0,0,5,0,0,0,4,0,9,0,71,10,40,25,5,21,60,30,1,9,8,3,60,6,0,8,4,8,0,0,0,0,0,0,0,0,0,3,13,5,0,0,5,0,0,340,1,0,0,43,31000,50,0.444,0.0,0.846,0.638,1,0.905,1,0.0,0.0,0.0,0.0,16.576,0,0,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False
24625,21,12,9,1,2,0.048,0.095,0.429,0.571,3,3,0.143,0.143,0,4,2,7,0,1,3,7,14,4,156,2,33,35,2,23,120,120,4,4,0,120,120,16,11,11,0,0,0,0,0,0,0,0,0,0,0,120,44,9,1,5,10,1,5,5,18,7,5,48,35000,72,0.429,0.333,0.464,0.936,1,0.759,1,0.2,0.2,0.1,0.111,14.572,0,1,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False
12128,4,0,4,1,0,0.25,0.0,1.0,0.0,2,0,0.5,0.0,0,0,2,0,0,0,1,1,3,1,27,6,32,1,1,1,27,27,1,1,0,27,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,7,1,0,0,3,1,1,18,3,1,1,38,20000,131,1.0,0.5,1.018,0.612,1,0.381,1,1.0,0.0,0.333,0.0,6.983,0,0,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False
22447,33,23,10,2,1,0.061,0.03,0.303,0.697,3,1,0.091,0.03,1,2,2,8,7,0,1,9,24,13,55,2,59,31,0,13,46,16,4,4,0,3,3,3,0,63,4,7,0,0,0,0,0,0,0,0,0,3,26,5,0,0,13,3,5,34,9,6,5,39,25000,42,0.303,0.667,0.931,0.924,1,0.967,1,0.6,0.0,0.231,0.0,35.062,1,0,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False
6894,5,2,3,0,0,0.0,0.0,0.6,0.4,0,0,0.0,0.0,1,0,1,1,0,1,1,1,4,1,45,14,26,18,18,1,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,15,5,0,2,3,0,0,299,2,0,0,27,29000,104,0.6,0.0,0.964,0.928,1,0.669,1,0.0,0.0,0.0,0.0,5.278,0,1,True,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,True,False,False
50583,19,15,4,0,1,0.0,0.053,0.211,0.789,2,5,0.105,0.263,0,1,1,14,0,1,1,3,16,1,102,7,60,6,5,2,20,20,1,2,1,20,20,0,0,18,4,10,0,0,0,0,0,0,0,0,0,20,30,6,0,1,7,1,1,71,3,2,1,34,30000,54,0.211,0.0,0.981,0.969,1,0.793,1,1.0,0.0,0.143,0.0,7.091,0,1,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False
10978,8,2,6,2,0,0.25,0.0,0.75,0.25,3,1,0.375,0.125,0,1,3,0,0,0,4,1,7,0,42,4,51,16,4,7,3,3,1,5,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17,2,0,0,13,3,7,112,8,4,0,27,40000,106,0.75,0.667,0.92,0.47,1,0.981,1,0.429,0.0,0.231,0.0,28.611,0,0,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True,True,False,False
8922,19,14,5,0,0,0.0,0.0,0.263,0.737,0,0,0.0,0.0,0,1,1,2,8,3,4,12,7,0,162,18,49,33,20,14,30,30,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,30,16,2,0,0,8,2,2,124,3,2,0,50,45000,113,0.263,0.0,0.735,0.575,1,0.475,1,1.0,0.0,0.25,0.0,5.906,1,1,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False
24342,5,1,4,2,0,0.4,0.0,0.8,0.2,2,0,0.4,0.0,0,1,2,0,0,0,2,1,4,0,59,4,42,26,26,1,26,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,6,4,3,3,2,1,1,39,4,4,1,28,15000,89,0.8,1.0,0.561,0.167,1,0.641,1,1.0,1.0,0.5,0.75,16.82,0,0,False,True,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True
6063,54,35,19,7,4,0.13,0.074,0.352,0.648,16,9,0.296,0.167,5,0,3,19,25,0,3,27,27,4,188,2,34,22,22,1,24,24,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,24,96,7,2,3,12,9,11,46,63,31,11,24,55000,62,0.352,0.438,1.116,0.837,1,0.789,1,0.818,0.667,0.75,0.286,10.295,1,0,True,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,True,False
1637,32,27,5,0,0,0.0,0.0,0.156,0.844,1,1,0.031,0.031,2,0,1,1,21,0,5,23,9,4,100,6,15,29,13,19,139,38,0,0,0,0,0,11,7,20,5,11,0,0,0,0,0,0,0,0,0,2,16,4,0,0,7,1,1,17,2,1,1,31,16000,23,0.156,0.0,0.823,0.949,1,0.738,1,1.0,0.0,0.143,0.0,60.745,1,0,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False
14253,27,21,6,0,1,0.0,0.037,0.222,0.778,1,4,0.037,0.148,0,1,8,0,8,1,9,10,17,0,173,9,59,31,22,4,89,30,0,0,0,0,0,2,2,33,4,10,0,0,0,0,0,0,0,0,0,28,31,13,0,0,17,0,0,1108,0,0,0,42,100000,88,0.222,0.0,0.227,0.114,1,0.406,1,0.0,0.0,0.0,0.0,12.334,1,1,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False
15903,40,33,7,2,0,0.05,0.0,0.175,0.825,5,4,0.125,0.1,3,6,3,0,19,0,2,31,9,10,170,4,66,34,20,7,385,385,0,0,0,0,0,7,4,57,4,5,0,0,0,0,0,0,0,0,0,354,13,3,0,0,2,0,0,227,1,0,0,36,40000,186,0.175,0.4,0.794,0.0,1,0.616,1,0.0,0.0,0.0,0.0,0.937,1,0,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
8411,13,6,7,2,0,0.154,0.0,0.538,0.462,4,2,0.308,0.154,0,1,3,3,3,0,2,5,8,1,91,4,20,35,17,7,24,24,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,13,26,2,0,0,9,6,7,7,18,11,2,31,45000,62,0.538,0.5,0.89,0.257,1,0.961,1,0.857,0.0,0.667,0.0,9.259,1,0,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False
42361,4,2,2,1,1,0.25,0.25,0.5,0.5,2,1,0.5,0.25,0,1,1,1,0,0,1,1,3,0,171,5,100,24,22,3,59,59,0,0,0,0,0,2,0,31,4,10,0,0,0,0,0,0,0,0,0,59,5,3,1,2,2,0,1,157,3,1,0,41,45700,233,0.5,0.5,0.398,0.0,1,0.399,1,0.0,0.5,0.0,0.333,10.947,0,0,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False
10936,8,2,6,2,1,0.25,0.125,0.75,0.25,2,1,0.25,0.125,1,1,2,3,0,0,2,1,7,0,50,2,33,35,0,28,63,10,6,12,6,63,63,11,2,0,0,0,0,0,0,0,0,0,0,0,0,3,24,16,4,4,6,2,2,32,7,7,4,30,49000,3,0.75,1.0,0.872,0.847,1,0.966,1,1.0,1.0,0.333,0.25,15.692,0,0,False,False,False,False,False,False,True,True,True,False,False,False,False,True,False,False,False,False,False,False,True
31855,50,44,6,0,0,0.0,0.0,0.12,0.88,0,2,0.0,0.04,1,2,2,5,33,0,2,38,12,6,130,32,45,30,3,27,90,60,3,4,1,90,90,21,6,39,0,4,0,0,0,0,0,0,0,0,0,60,19,5,0,0,8,0,0,516,0,0,0,37,30000,144,0.12,0.0,0.409,0.0,1,0.156,1,0.0,0.0,0.0,0.0,14.074,1,0,False,False,False,False,False,False,True,True,False,False,False,True,False,True,False,False,False,False,True,False,False
34658,6,0,6,1,0,0.167,0.0,1.0,0.0,4,0,0.667,0.0,0,0,1,3,0,0,2,0,6,0,29,4,65,29,9,2,24,24,0,1,1,0,8,0,0,4,0,4,0,0,0,0,0,0,0,0,0,8,20,3,3,3,7,4,7,20,14,9,7,26,22500,18,1.0,0.25,0.598,0.966,1,0.718,1,0.571,1.0,0.571,1.0,11.025,0,0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True
2595,8,4,4,1,2,0.125,0.25,0.5,0.5,3,2,0.375,0.25,1,0,1,4,2,0,1,2,6,0,48,4,43,7,3,3,46,17,2,3,1,17,46,1,0,22,5,8,0,0,0,0,0,0,0,0,0,17,15,7,1,2,4,1,4,90,9,4,1,37,90000,353,0.5,0.333,0.788,0.912,1,0.839,1,0.25,0.5,0.25,0.143,1.509,1,0,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False
46,12,7,5,7,4,0.583,0.333,0.417,0.583,10,5,0.833,0.417,3,2,1,2,0,0,7,2,10,0,48,2,80,21,21,1,9,9,0,0,0,0,0,0,0,6,5,6,0,0,0,0,0,0,0,0,0,9,23,1,1,1,13,8,13,49,18,9,5,25,20000,70,0.417,0.7,0.904,1.0,1,0.904,1,0.615,1.0,0.615,1.0,7.729,0,0,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,True
50654,7,2,5,1,0,0.143,0.0,0.714,0.286,2,0,0.286,0.0,1,0,1,0,0,0,5,1,6,1,110,5,63,15,5,3,3,3,1,1,0,3,3,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,11,3,0,1,4,0,1,162,5,2,0,37,35000,250,0.714,0.5,0.848,1.0,1,0.713,1,0.0,0.0,0.0,0.0,16.241,0,0,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False
46664,11,8,3,0,0,0.0,0.0,0.273,0.727,1,0,0.091,0.0,2,1,1,0,7,0,2,8,3,0,57,9,58,7,1,6,29,29,4,6,2,29,29,0,0,29,9,21,0,0,0,0,0,0,0,0,0,3,6,1,0,1,5,0,0,280,1,0,0,31,50000,127,0.273,0.0,0.835,0.883,1,0.835,1,0.0,0.0,0.0,0.0,28.844,1,0,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,True,False,False
28515,7,3,4,1,2,0.143,0.286,0.571,0.429,2,3,0.286,0.429,0,0,3,0,0,0,3,0,7,1,147,4,40,33,4,4,33,3,1,2,1,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,0,0,4,1,2,123,2,1,0,34,35000,130,0.571,0.5,0.961,0.948,1,0.968,1,0.5,0.0,0.25,0.0,10.239,0,0,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False
27551,8,3,5,1,0,0.125,0.0,0.625,0.375,4,2,0.5,0.25,0,2,3,0,0,0,2,2,6,1,95,6,45,11,10,2,2,2,0,2,2,0,2,0,0,58,0,11,0,0,0,0,0,0,0,0,0,2,10,5,2,2,2,0,1,77,3,2,1,30,26000,37,0.625,0.25,0.827,0.802,1,0.881,1,0.0,1.0,0.0,0.4,19.201,0,0,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False
23697,23,17,6,0,4,0.0,0.174,0.261,0.739,2,4,0.087,0.174,1,1,1,3,11,0,1,12,11,6,120,8,58,33,4,10,42,30,2,6,4,27,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,27,17,2,0,1,5,2,3,54,8,4,2,27,24000,28,0.261,0.0,0.485,0.864,1,0.593,1,0.667,0.0,0.4,0.0,8.598,1,0,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False
23786,9,3,6,1,0,0.111,0.0,0.667,0.333,1,0,0.111,0.0,0,1,2,1,2,0,2,3,6,1,73,5,49,9,9,1,20,20,0,1,1,0,20,0,0,18,0,0,0,0,0,0,0,0,0,0,0,20,9,2,0,0,3,1,1,145,2,2,0,32,15000,191,0.667,1.0,0.718,0.594,1,0.732,1,1.0,0.0,0.333,0.0,33.088,1,0,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False
1958,16,9,7,0,0,0.0,0.0,0.438,0.562,1,1,0.062,0.062,0,0,1,4,1,2,7,4,12,1,192,12,35,35,0,30,59,59,5,11,6,3,59,1,0,204,30,69,0,0,0,0,0,0,0,0,0,3,4,1,0,0,0,0,0,1,2,2,2,45,29000,303,0.438,0.0,0.788,0.702,1,0.961,1,0.0,0.0,0.0,0.0,43.593,1,1,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False
37286,8,2,6,2,0,0.25,0.0,0.75,0.25,4,0,0.5,0.0,0,0,1,1,0,0,4,0,8,2,51,3,25,5,5,1,2,2,1,1,0,2,2,0,0,45,7,13,0,0,0,0,0,0,0,0,0,2,13,2,1,1,9,0,0,177,2,1,0,33,22000,38,0.75,0.5,0.833,0.99,1,0.546,1,0.0,1.0,0.0,0.5,68.283,0,0,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,True,False,False
10918,35,18,17,13,9,0.371,0.257,0.486,0.514,20,11,0.571,0.314,1,5,1,5,12,1,4,22,13,7,204,2,48,10,9,2,39,39,0,2,2,0,39,1,0,7,5,7,0,0,0,0,0,0,0,0,0,39,25,2,0,2,9,0,1,5,6,1,1,47,100000,221,0.486,0.65,0.802,0.627,1,0.92,1,0.0,0.0,0.0,0.0,7.142,1,1,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False
8464,9,0,9,3,0,0.333,0.0,1.0,0.0,5,0,0.556,0.0,2,1,3,1,0,1,3,2,7,0,48,2,50,2,2,1,8,8,1,1,0,8,8,0,0,1,1,1,0,0,0,0,0,0,0,0,0,8,5,1,1,1,3,3,3,6,5,5,5,30,30000,128,1.0,0.6,0.889,0.492,1,0.786,1,1.0,1.0,1.0,1.0,17.39,0,1,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False
29844,6,2,4,3,0,0.5,0.0,0.667,0.333,3,1,0.5,0.167,1,0,1,3,0,0,1,0,6,1,46,1,19,17,6,3,19,17,0,2,2,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,9,2,1,1,4,3,3,22,5,5,3,33,16000,29,0.667,1.0,0.826,0.706,1,0.673,1,1.0,1.0,0.75,0.5,9.819,0,0,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False
30239,19,11,8,1,1,0.053,0.053,0.421,0.579,2,1,0.105,0.053,1,0,3,4,0,1,11,1,18,0,181,2,46,28,4,8,53,23,1,1,0,3,3,1,0,137,17,41,0,0,0,0,0,0,0,0,0,3,12,6,0,1,3,0,0,92,2,1,0,47,43000,291,0.421,0.5,0.872,0.655,1,0.989,1,0.0,0.0,0.0,0.0,11.162,0,1,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False
1730,13,6,7,2,4,0.154,0.308,0.538,0.462,4,4,0.308,0.308,0,0,5,2,0,0,6,0,13,0,82,3,42,24,5,8,8,8,1,3,2,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,58,28,2,2,22,3,11,10,15,6,2,32,50000,106,0.538,0.5,0.879,0.272,1,0.975,1,0.273,1.0,0.136,0.071,43.267,0,0,False,False,False,True,False,False,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False
23048,4,1,3,0,0,0.0,0.0,0.75,0.25,2,0,0.5,0.0,1,1,1,0,0,0,2,1,3,0,51,7,96,7,7,1,25,25,0,1,1,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,5,0,0,0,4,0,1,267,1,0,0,27,22000,127,0.75,0.0,0.437,1.0,1,0.434,1,0.0,0.0,0.0,0.0,16.198,0,0,True,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False
26333,7,3,4,0,1,0.0,0.143,0.571,0.429,0,1,0.0,0.143,0,0,3,3,0,0,1,0,7,0,82,12,40,35,13,5,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,21,12,0,0,5,1,1,6,2,2,1,33,142589,77,0.571,0.0,0.355,0.889,1,0.0,1,1.0,0.0,0.2,0.0,2.919,0,0,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False
13112,13,10,3,0,0,0.0,0.0,0.231,0.769,1,0,0.077,0.0,1,1,1,1,9,0,1,10,3,0,137,12,30,16,3,4,56,24,2,2,0,56,56,2,0,8,0,0,0,0,0,0,0,0,0,0,0,24,10,1,0,0,4,1,2,12,5,4,4,45,15,190,0.231,0.0,0.259,0.744,1,0.0,1,0.5,0.0,0.25,0.0,6841.0,1,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False
23528,37,16,21,11,6,0.297,0.162,0.568,0.432,18,8,0.486,0.216,6,4,2,28,0,0,3,4,33,0,43,1,50,33,21,7,26,26,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,25,40,8,2,4,14,1,1,15,12,8,7,31,32000,69,0.568,0.611,0.775,0.943,1,0.672,1,1.0,0.5,0.071,0.25,28.681,0,0,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
36477,20,13,7,0,1,0.0,0.05,0.35,0.65,1,2,0.05,0.1,0,0,5,10,0,1,4,1,19,0,136,8,27,30,3,16,51,27,1,7,6,12,20,1,0,22,4,8,0,0,0,0,0,0,0,0,0,12,42,10,0,0,21,0,1,3,4,2,2,34,34500,121,0.35,0.0,0.707,0.73,1,0.407,1,0.0,0.0,0.0,0.0,15.8,0,1,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
46766,22,16,6,1,2,0.045,0.091,0.273,0.727,2,2,0.091,0.091,1,0,3,0,13,1,2,16,6,3,291,2,42,34,3,11,88,57,1,7,6,26,88,5,1,44,7,15,0,0,0,0,0,0,0,0,0,26,5,3,0,0,1,0,0,1267,0,0,0,55,22000,126,0.273,0.5,0.397,0.0,1,0.0,1,0.0,0.0,0.0,0.0,6.526,1,1,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False
36663,4,1,3,1,1,0.25,0.25,0.75,0.25,1,1,0.25,0.25,0,1,1,0,0,0,2,1,3,0,34,5,42,14,0,15,63,29,7,12,5,29,29,2,1,4,4,4,0,0,0,0,0,0,0,0,0,3,6,2,0,0,3,1,1,153,1,1,0,29,20000,65,0.75,1.0,0.653,0.001,1,0.708,1,1.0,0.0,0.333,0.0,7.431,0,0,True,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False
19584,24,11,13,5,3,0.208,0.125,0.542,0.458,12,4,0.5,0.167,3,4,2,5,1,1,1,13,11,10,40,3,30,26,1,11,3,3,3,5,2,3,3,0,0,9,0,2,0,0,0,0,0,0,0,0,0,3,56,4,1,2,7,3,4,18,36,15,4,33,53192,122,0.542,0.417,0.917,0.317,1,0.076,1,0.75,0.5,0.429,0.25,19.514,1,1,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False
21791,13,6,7,6,2,0.462,0.154,0.538,0.462,9,3,0.692,0.231,0,0,1,1,0,0,6,1,12,5,108,4,43,29,3,10,88,59,1,5,4,29,88,7,1,38,6,11,0,0,0,0,0,0,0,0,0,29,22,6,4,6,11,1,3,15,13,7,4,33,32000,113,0.538,0.667,0.968,1.0,1,1.001,1,0.333,0.667,0.091,0.667,27.745,0,0,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,True,False,False
47840,29,17,12,3,0,0.103,0.0,0.414,0.586,6,2,0.207,0.069,5,2,1,0,14,1,1,23,6,10,96,2,32,25,4,19,83,28,2,10,8,28,28,3,1,15,0,0,0,0,0,0,0,0,0,0,0,25,14,2,1,1,2,0,0,80,3,3,1,35,45000,120,0.414,0.5,0.707,0.007,1,0.285,1,0.0,1.0,0.0,0.5,141.56,1,1,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False,False
49884,5,0,5,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,1,0,4,0,0,0,1,0,5,0,54,16,40,22,3,3,17,16,1,1,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,27,15,1,3,9,5,7,1,13,9,7,28,25000,56,1.0,0.0,0.659,0.508,1,0.803,1,0.714,0.333,0.556,0.067,15.605,0,0,True,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True
4645,9,3,6,0,0,0.0,0.0,0.667,0.333,3,0,0.333,0.0,1,0,1,7,0,0,1,0,9,0,26,6,32,8,4,3,28,28,2,3,1,28,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,22,10,2,9,4,2,2,10,13,5,4,28,17000,26,0.667,0.0,0.314,0.893,1,0.372,1,1.0,0.222,0.5,0.2,9.295,0,0,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True
18060,3,1,2,0,0,0.0,0.0,0.667,0.333,1,0,0.333,0.0,1,1,1,0,0,0,1,1,2,0,77,7,44,4,3,2,3,3,2,2,0,3,3,0,0,35,5,11,0,0,0,0,0,0,0,0,0,3,9,3,0,1,2,0,0,2,3,2,2,56,55000,431,0.667,0.0,0.241,0.919,1,0.107,1,0.0,0.0,0.0,0.0,4.356,0,0,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,True,False,False
4105,24,15,9,0,2,0.0,0.083,0.375,0.625,5,5,0.208,0.208,2,0,1,19,0,0,1,0,24,3,38,9,49,19,2,14,85,27,1,5,4,27,56,2,1,0,0,0,0,0,0,0,0,0,0,0,0,27,27,2,0,0,3,0,0,129,6,1,0,31,21000,82,0.375,0.0,0.528,0.979,1,0.677,1,0.0,0.0,0.0,0.0,11.99,0,0,False,False,False,False,False,False,True,True,False,False,False,False,True,False,True,False,False,False,False,True,False
9212,14,4,10,5,1,0.357,0.071,0.714,0.286,5,1,0.357,0.071,3,1,1,10,0,0,1,1,13,1,77,2,24,24,3,2,28,28,1,1,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,13,4,0,2,4,1,3,101,5,1,0,34,35000,185,0.714,1.0,0.621,0.94,1,0.941,1,0.333,0.0,0.25,0.0,7.823,0,0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False
21824,16,9,7,3,5,0.188,0.312,0.438,0.562,7,8,0.438,0.5,0,2,2,8,0,0,3,2,14,1,58,3,43,7,7,1,9,9,0,1,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,36,9,0,0,14,3,4,52,8,5,2,30,33000,37,0.438,0.429,0.835,0.48,1,0.968,1,0.75,0.0,0.214,0.0,8.953,0,0,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False
10242,4,0,4,3,0,0.75,0.0,1.0,0.0,4,0,1.0,0.0,1,0,2,1,0,0,1,0,4,0,9,6,34,2,2,1,10,10,1,1,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,3,3,3,4,3,4,37,9,8,1,22,20000,29,1.0,0.75,0.734,0.507,1,0.941,1,0.75,1.0,0.75,1.0,8.42,0,0,True,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False
