PROSPECTID,Total_TL,Tot_Closed_TL,Tot_Active_TL,Total_TL_opened_L6M,Tot_TL_closed_L6M,pct_tl_open_L6M,pct_tl_closed_L6M,pct_active_tl,pct_closed_tl,Total_TL_opened_L12M,Tot_TL_closed_L12M,pct_tl_open_L12M,pct_tl_closed_L12M,Tot_Missed_Pmnt,Auto_TL,CC_TL,Consumer_TL,Gold_TL,Home_TL,PL_TL,Secured_TL,Unsecured_TL,Other_TL,Age_Oldest_TL,Age_Newest_TL,time_since_recent_payment,time_since_first_deliquency,time_since_recent_deliquency,num_times_delinquent,max_delinquency_level,max_recent_level_of_deliq,num_deliq_6mts,num_deliq_12mts,num_deliq_6_12mts,max_deliq_6mts,max_deliq_12mts,num_times_30p_dpd,num_times_60p_dpd,num_std,num_std_6mts,num_std_12mts,num_sub,num_sub_6mts,num_sub_12mts,num_dbt,num_dbt_6mts,num_dbt_12mts,num_lss,num_lss_6mts,num_lss_12mts,recent_level_of_deliq,tot_enq,CC_enq,CC_enq_L6m,CC_enq_L12m,PL_enq,PL_enq_L6m,PL_enq_L12m,time_since_recent_enq,enq_L12m,enq_L6m,enq_L3m,AGE,NETMONTHLYINCOME,Time_With_Curr_Empr,pct_of_active_TLs_ever,pct_opened_TLs_L6m_of_L12m,pct_currentBal_all_TL,CC_utilization,CC_Flag,PL_utilization,PL_Flag,pct_PL_enq_L6m_of_L12m,pct_CC_enq_L6m_of_L12m,pct_PL_enq_L6m_of_ever,pct_CC_enq_L6m_of_ever,max_unsec_exposure_inPct,HL_Flag,GL_Flag,MARITALSTATUS_Single,EDUCATION_GRADUATE,EDUCATION_OTHERS,EDUCATION_POST-GRADUATE,EDUCATION_PROFESSIONAL,EDUCATION_SSC,EDUCATION_UNDER GRADUATE,GENDER_M,last_prod_enq2_CC,last_prod_enq2_ConsumerLoan,last_prod_enq2_HL,last_prod_enq2_PL,last_prod_enq2_others,first_prod_enq2_CC,first_prod_enq2_ConsumerLoan,first_prod_enq2_HL,first_prod_enq2_PL,first_prod_enq2_others,Approved_Flag_P2,Approved_Flag_P3,Approved_Flag_P4
2086,5,1,4,2,0,0.4,0.0,0.8,0.2,2,0,0.4,0.0,0,0,1,2,0,0,2,0,5,0,135,4,23,12,12,1,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,32,16,3,7,14,5,6,58,15,10,2,56,20000,294,0.8,1.0,0.705,0.867,1,0.643,1,0.833,0.429,0.357,0.188,11.937,0,0,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,True,False,True,False,False
22009,8,3,5,1,3,0.125,0.375,0.625,0.375,1,3,0.125,0.375,1,1,4,2,0,0,1,1,7,0,48,3,38,21,3,9,26,26,1,5,4,8,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,20,10,0,4,0,0,0,7,9,3,3,28,37999,105,0.625,1.0,0.642,0.434,1,0.984,1,0.0,0.0,0.0,0.0,9.997,0,0,True,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False
4541,39,24,15,2,2,0.051,0.051,0.385,0.615,4,4,0.103,0.103,8,7,1,0,7,10,1,37,2,13,198,3,26,30,2,16,89,59,3,6,3,29,29,5,3,76,21,38,0,0,0,0,0,0,0,0,0,29,28,3,0,0,6,0,2,6,4,1,1,51,28000,164,0.385,0.5,0.847,0.214,1,0.828,1,0.0,0.0,0.0,0.0,11.397,1,1,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
18787,14,9,5,11,8,0.786,0.571,0.357,0.643,13,9,0.929,0.643,3,0,2,2,0,0,8,2,12,2,110,2,43,6,2,5,120,30,4,5,1,88,120,3,2,2,2,2,0,0,0,0,0,0,0,0,0,30,49,12,7,9,22,13,19,3,42,30,22,37,23000,129,0.357,0.846,0.931,1.0,1,0.934,1,0.684,0.778,0.591,0.583,10.154,0,0,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True
3093,22,12,10,2,2,0.091,0.091,0.455,0.545,5,3,0.227,0.136,2,5,1,0,3,0,4,16,6,9,149,3,34,26,8,17,365,31,0,2,2,0,31,7,4,71,12,27,0,0,0,0,0,0,0,0,0,30,14,3,3,3,0,0,0,48,5,4,2,45,55000,96,0.455,0.4,0.654,0.967,1,0.462,1,0.0,1.0,0.0,1.0,11.596,1,0,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
14073,13,7,6,3,4,0.231,0.308,0.462,0.538,7,6,0.538,0.462,0,1,1,6,0,0,1,1,12,4,74,4,42,32,20,13,90,90,0,0,0,0,0,13,6,34,4,11,0,0,0,0,0,0,0,0,0,90,13,8,5,8,2,0,2,61,10,5,2,28,20000,24,0.462,0.429,0.515,0.129,1,0.534,1,0.0,0.625,0.0,0.625,6.059,0,0,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False,False
19508,8,4,4,1,0,0.125,0.0,0.5,0.5,1,0,0.125,0.0,1,0,2,1,0,0,5,0,8,0,136,6,37,22,2,8,93,33,1,2,1,3,3,4,2,68,8,20,0,0,0,0,0,0,0,0,0,3,7,3,1,1,3,1,1,79,3,2,1,38,40000,180,0.5,1.0,0.667,0.318,1,0.701,1,1.0,1.0,0.333,0.333,15.56,0,0,False,True,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False
49481,16,10,6,0,1,0.0,0.062,0.375,0.625,1,2,0.062,0.125,0,0,4,9,1,0,2,1,15,0,70,10,29,31,6,3,3,3,0,1,1,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,18,7,0,1,6,0,1,263,4,0,0,30,45000,77,0.375,0.0,0.515,0.013,1,0.826,1,0.0,0.0,0.0,0.0,9.101,1,0,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False
14919,85,81,4,4,3,0.047,0.035,0.047,0.953,5,4,0.059,0.047,1,1,1,0,82,0,1,83,2,0,42,3,68,31,19,16,118,59,0,0,0,0,0,12,7,0,0,0,0,0,0,0,0,0,0,0,0,48,12,1,1,1,10,1,7,94,8,2,0,28,19200,61,0.047,0.8,0.554,1.0,1,0.986,1,0.143,1.0,0.1,1.0,8.192,1,0,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,True,False,False
42501,26,16,10,3,3,0.115,0.115,0.385,0.615,9,10,0.346,0.385,1,1,1,3,2,0,7,3,23,12,131,5,47,10,5,7,58,30,1,7,6,30,58,1,0,5,0,0,0,0,0,0,0,0,0,0,0,30,33,7,0,4,19,2,3,16,9,4,3,29,23000,124,0.385,0.333,0.659,0.875,1,0.771,1,0.667,0.0,0.105,0.0,15.222,1,0,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False
46048,4,1,3,3,1,0.75,0.25,0.75,0.25,3,1,0.75,0.25,1,0,1,1,0,0,2,0,4,0,13,3,24,10,4,3,11,11,1,3,2,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,25,10,8,9,4,4,4,3,22,19,7,34,18000,143,0.75,1.0,0.966,0.991,1,0.954,1,1.0,0.889,1.0,0.8,11.324,0,0,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True
16304,9,5,4,5,5,0.556,0.556,0.444,0.556,6,5,0.667,0.556,1,1,1,3,0,0,1,1,8,3,19,2,28,13,5,6,3,3,1,4,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,22,4,2,2,10,9,10,17,18,17,7,28,23000,47,0.444,0.833,0.948,0.3,1,0.977,1,0.9,1.0,0.9,0.5,16.541,0,0,True,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True
43352,13,7,6,3,3,0.231,0.231,0.462,0.538,7,4,0.538,0.308,0,0,2,10,0,0,1,0,13,0,32,3,54,0,0,1,33,33,1,1,0,33,33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,33,39,10,3,8,16,9,12,2,28,17,10,25,30000,77,0.462,0.429,0.699,1.0,1,1.0,1,0.75,0.375,0.562,0.3,5.085,0,0,True,False,False,False,False,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True
49787,8,6,2,1,0,0.125,0.0,0.25,0.75,1,0,0.125,0.0,0,0,1,0,6,0,1,6,2,0,76,3,71,35,31,6,94,31,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,31,1,0,0,0,1,0,1,185,1,0,0,31,40000,188,0.25,1.0,0.804,0.0,1,1.0,1,0.0,0.0,0.0,0.0,1.336,1,0,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False
45575,14,3,11,2,1,0.143,0.071,0.786,0.214,7,2,0.5,0.143,1,1,1,6,0,0,2,2,12,4,46,4,52,9,9,1,3,3,0,1,1,0,3,0,0,11,5,8,0,0,0,0,0,0,0,0,0,3,13,2,0,0,3,0,0,7,4,2,2,36,32000,86,0.786,0.286,0.846,0.997,1,0.793,1,0.0,0.0,0.0,0.0,10.235,0,0,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,True,False,False
5611,22,16,6,0,0,0.0,0.0,0.273,0.727,1,0,0.045,0.0,1,1,1,0,18,0,2,19,3,0,102,12,39,31,31,2,17,17,0,0,0,0,0,0,0,33,5,11,0,0,0,0,0,0,0,0,0,17,4,1,0,0,2,0,0,671,0,0,0,34,40000,50,0.273,0.0,0.765,0.14,1,0.743,1,0.0,0.0,0.0,0.0,20.328,1,0,True,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False
26324,21,12,9,0,3,0.0,0.143,0.429,0.571,3,6,0.143,0.286,0,3,2,9,0,2,4,6,15,1,96,7,36,27,1,14,90,90,1,2,1,3,3,9,8,141,28,64,0,0,0,0,0,0,0,0,0,3,13,3,0,0,1,0,0,2,1,1,1,44,35000,89,0.429,0.0,0.974,0.602,1,0.781,1,0.0,0.0,0.0,0.0,12.947,0,1,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False
14403,6,3,3,1,1,0.167,0.167,0.5,0.5,2,1,0.333,0.167,1,0,2,0,0,0,1,3,3,3,37,3,70,11,1,4,21,21,2,4,2,3,21,0,0,27,3,3,0,0,0,0,0,0,0,0,0,3,18,9,1,7,6,4,6,1,16,7,2,29,45000,57,0.5,0.5,0.964,0.178,1,1.005,1,0.667,0.143,0.667,0.111,16.885,0,0,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False
35130,5,0,5,3,0,0.6,0.0,1.0,0.0,3,0,0.6,0.0,1,2,1,0,0,0,2,2,3,0,74,3,51,7,7,1,3,3,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,2,0,0,4,4,4,1,10,10,4,42,42000,188,1.0,1.0,0.956,0.759,1,1.0,1,1.0,0.0,1.0,0.0,19.641,0,0,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False
44253,8,2,6,1,0,0.125,0.0,0.75,0.25,3,0,0.375,0.0,1,0,1,2,3,0,1,3,5,1,127,6,55,19,11,7,71,9,0,1,1,0,9,4,2,33,8,16,0,0,0,0,0,0,0,0,0,9,7,1,0,0,4,2,3,18,3,2,1,32,23000,126,0.75,0.333,0.634,1.0,1,0.142,1,0.667,0.0,0.5,0.0,14.625,1,0,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
16227,7,2,5,1,1,0.143,0.143,0.714,0.286,3,1,0.429,0.143,0,2,1,3,0,0,1,2,5,0,58,5,54,34,34,1,1,1,0,0,0,0,0,0,0,7,4,7,0,0,0,0,0,0,0,0,0,1,12,2,2,2,3,2,3,77,9,6,2,25,45000,100,0.714,0.333,0.758,1.0,1,0.893,1,0.667,1.0,0.667,1.0,4.172,0,0,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,True
13729,8,3,5,1,0,0.125,0.0,0.625,0.375,1,0,0.125,0.0,0,3,1,2,0,0,2,3,5,0,147,4,61,19,5,3,59,27,1,2,1,27,59,1,0,9,0,2,0,0,0,0,0,0,0,0,0,27,3,1,0,0,0,0,0,124,1,1,0,47,20000,242,0.625,1.0,0.827,0.005,1,0.699,1,0.0,0.0,0.0,0.0,17.759,0,0,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
34111,65,43,22,5,11,0.077,0.169,0.338,0.662,9,15,0.138,0.231,7,1,3,17,14,0,1,34,31,29,114,3,39,35,8,5,90,90,0,1,1,0,3,3,2,245,45,104,0,0,0,0,0,0,0,0,0,3,35,6,0,0,5,0,0,1,7,3,1,25,25000,67,0.338,0.556,0.674,0.026,1,0.602,1,0.0,0.0,0.0,0.0,35.297,1,0,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False
42750,10,3,7,0,2,0.0,0.2,0.7,0.3,3,2,0.3,0.2,0,0,5,3,0,0,1,0,10,1,68,9,48,9,9,1,3,3,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,20,13,0,0,2,0,0,117,3,1,0,43,40000,126,0.7,0.0,0.632,0.721,1,0.718,1,0.0,0.0,0.0,0.0,11.081,0,0,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False
41510,16,7,9,1,0,0.062,0.0,0.562,0.438,3,0,0.188,0.0,0,0,8,1,0,0,7,0,16,0,152,5,13,31,14,4,29,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,47,12,0,0,28,2,3,24,6,2,1,56,25000,197,0.562,0.333,0.786,0.626,1,0.88,1,0.667,0.0,0.071,0.0,22.615,0,0,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False
31152,10,6,4,0,0,0.0,0.0,0.4,0.6,2,0,0.2,0.0,0,2,2,0,0,0,6,2,8,0,177,10,22,7,7,1,3,3,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,18,2,0,0,12,1,1,3,4,2,2,42,60000,120,0.4,0.0,0.647,0.3,1,0.644,1,1.0,0.0,0.083,0.0,13.332,0,0,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False
9825,13,6,7,2,0,0.154,0.0,0.538,0.462,2,0,0.154,0.0,2,0,1,7,0,1,1,1,12,3,38,3,35,7,4,3,56,28,2,3,1,56,56,1,0,0,0,0,0,0,0,0,0,0,0,0,0,28,21,5,2,3,8,2,4,40,11,7,3,25,30000,148,0.538,1.0,0.867,0.674,1,0.414,1,0.5,0.667,0.25,0.4,4.29,0,1,True,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True
32660,13,8,5,0,0,0.0,0.0,0.385,0.615,1,0,0.077,0.0,0,0,1,4,5,0,2,5,8,1,54,12,46,20,5,16,58,28,1,8,7,26,58,1,0,0,0,0,0,0,0,0,0,0,0,0,0,26,9,1,0,1,4,0,0,5,3,1,1,38,14000,185,0.385,0.0,0.696,0.858,1,0.783,1,0.0,0.0,0.0,0.0,18.735,1,0,False,False,False,False,False,False,True,True,False,True,False,False,False,False,True,False,False,False,False,True,False
6891,14,5,9,2,2,0.143,0.143,0.643,0.357,5,2,0.357,0.143,1,1,2,1,3,0,6,4,10,1,73,5,36,22,20,3,28,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,46,10,3,8,22,6,16,2,35,18,14,36,19000,30,0.643,0.4,0.724,0.918,1,0.692,1,0.375,0.375,0.273,0.3,32.403,1,0,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,True
39035,18,9,9,0,0,0.0,0.0,0.5,0.5,1,1,0.056,0.056,0,4,3,4,0,2,5,6,12,0,142,10,49,33,12,6,22,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,37,6,0,0,23,2,3,20,4,3,2,47,70000,182,0.5,0.0,0.743,0.902,1,0.771,1,0.667,0.0,0.087,0.0,17.854,0,1,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False
49783,11,7,4,0,1,0.0,0.091,0.364,0.636,3,2,0.273,0.182,0,2,1,7,0,0,1,2,9,0,39,8,44,10,8,4,85,27,0,4,4,0,85,2,1,0,0,0,0,0,0,0,0,0,0,0,0,25,13,1,0,0,3,0,0,3,5,1,1,26,40000,144,0.364,0.0,0.427,0.847,1,0.414,1,0.0,0.0,0.0,0.0,3.325,0,0,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,True,False,True,False
11045,19,15,4,1,0,0.053,0.0,0.211,0.789,1,0,0.053,0.0,1,0,1,0,15,0,3,15,4,0,44,4,39,35,15,16,51,49,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,20,39,13,3,10,15,6,11,8,31,16,10,28,48000,93,0.211,1.0,0.704,0.293,1,0.782,1,0.545,0.3,0.4,0.231,6.345,1,0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
40243,10,5,5,0,0,0.0,0.0,0.5,0.5,2,2,0.2,0.2,1,0,2,7,0,0,1,0,10,0,85,8,73,12,4,3,3,3,1,2,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,3,1,2,1,0,0,146,2,1,0,44,16000,101,0.5,0.0,0.32,0.693,1,0.0,1,0.0,0.5,0.0,0.333,12.358,0,0,False,False,False,False,False,True,False,True,True,False,False,False,False,False,True,False,False,False,True,False,False
35185,5,2,3,2,0,0.4,0.0,0.6,0.4,2,2,0.4,0.4,0,0,1,2,0,0,1,0,5,1,22,3,51,10,4,9,56,28,2,9,7,26,56,2,0,0,0,0,0,0,0,0,0,0,0,0,0,26,11,2,1,1,4,2,2,81,6,6,4,25,20000,29,0.6,1.0,0.417,0.0,1,1.0,1,1.0,1.0,0.5,0.5,2.894,0,0,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True
41130,5,3,2,0,0,0.0,0.0,0.4,0.6,1,2,0.2,0.4,0,0,1,1,0,0,3,0,5,0,30,10,57,8,8,1,3,3,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,18,11,3,7,4,0,2,23,10,3,3,58,35000,66,0.4,0.0,0.88,0.667,1,0.921,1,0.0,0.429,0.0,0.273,4.801,0,0,False,False,True,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True
17403,63,46,17,3,4,0.048,0.063,0.27,0.73,12,15,0.19,0.238,2,7,5,41,0,0,7,8,55,3,68,3,27,27,5,19,40,27,2,9,7,27,27,1,0,12,0,0,0,0,0,0,0,0,0,0,0,27,152,24,7,8,24,5,14,25,56,23,7,36,143500,223,0.27,0.25,0.756,0.827,1,0.862,1,0.357,0.875,0.208,0.292,6.801,0,0,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True
30704,39,25,14,6,4,0.154,0.103,0.359,0.641,16,17,0.41,0.436,12,1,1,0,30,0,1,37,2,6,152,1,45,31,8,16,112,27,0,2,2,0,23,6,4,9,0,1,0,0,0,0,0,0,0,0,0,23,25,1,0,0,1,1,1,65,6,2,2,35,15000,104,0.359,0.375,1.0,0.728,1,1.0,1,1.0,0.0,1.0,0.0,21.809,1,0,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False
29304,8,5,3,0,1,0.0,0.125,0.375,0.625,1,2,0.125,0.25,0,2,4,1,0,0,1,2,6,0,176,10,16,35,0,65,37,15,10,18,8,15,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,16,13,4,4,0,0,0,26,4,4,3,40,75000,149,0.375,0.0,0.507,0.708,1,0.0,1,0.0,1.0,0.0,0.308,8.468,0,0,False,True,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False
27949,12,2,10,7,0,0.583,0.0,0.833,0.167,10,0,0.833,0.0,2,1,1,8,0,0,1,1,11,1,58,2,50,34,6,6,26,26,0,1,1,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,68,14,8,14,14,11,14,5,67,48,26,42,30000,126,0.833,0.7,0.624,0.489,1,0.516,1,0.786,0.571,0.786,0.571,8.843,0,0,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,True
46884,44,22,22,12,5,0.273,0.114,0.5,0.5,18,13,0.409,0.295,0,1,1,39,0,0,3,1,43,0,63,3,49,3,3,1,24,24,1,1,0,24,24,0,0,6,0,0,0,0,0,0,0,0,0,0,0,24,36,3,3,3,6,1,3,2,20,15,6,31,28000,125,0.5,0.667,0.42,0.943,1,0.455,1,0.333,1.0,0.167,1.0,18.771,0,0,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False
49102,8,2,6,1,0,0.125,0.0,0.75,0.25,1,0,0.125,0.0,0,0,1,1,0,0,1,0,8,5,134,4,42,12,9,4,117,25,0,3,3,0,86,3,2,52,5,18,0,0,0,0,0,0,0,0,0,25,3,1,0,0,0,0,0,366,0,0,0,47,50000,272,0.75,1.0,0.514,0.755,1,0.794,1,0.0,0.0,0.0,0.0,27.188,0,0,False,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False
31256,3,1,2,1,0,0.333,0.0,0.667,0.333,1,1,0.333,0.333,0,0,2,0,0,0,1,0,3,0,41,5,63,30,1,8,33,9,5,6,1,33,33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,1,1,1,0,0,163,1,1,0,38,25000,64,0.667,1.0,0.734,1.0,1,0.686,1,0.0,1.0,0.0,0.333,9.428,0,0,False,True,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False
3087,14,10,4,0,2,0.0,0.143,0.286,0.714,2,2,0.143,0.143,0,0,2,6,0,0,4,0,14,2,144,7,78,32,1,5,80,80,1,1,0,80,80,1,1,0,0,0,0,0,0,0,0,0,0,0,0,80,18,5,1,1,9,0,1,170,2,1,0,36,73500,113,0.286,0.0,0.356,0.0,1,0.393,1,0.0,1.0,0.0,0.2,12.918,0,0,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False
12808,8,5,3,1,1,0.125,0.125,0.375,0.625,2,2,0.25,0.25,0,4,1,2,0,0,1,4,4,0,93,5,26,16,16,1,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,33,5,3,4,2,2,2,15,15,10,6,30,45000,92,0.375,0.5,0.754,0.918,1,0.95,1,1.0,0.75,1.0,0.6,3.709,0,0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
21755,7,4,3,0,0,0.0,0.0,0.429,0.571,1,1,0.143,0.143,0,1,1,0,0,0,2,4,3,3,49,6,58,2,2,1,3,3,1,1,0,3,3,0,0,54,4,16,0,0,0,0,0,0,0,0,0,3,12,1,0,0,7,0,0,18,3,3,1,28,19540,102,0.429,0.0,0.804,0.6,1,0.756,1,0.0,0.0,0.0,0.0,22.065,0,0,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False
25772,11,5,6,2,0,0.182,0.0,0.545,0.455,2,0,0.182,0.0,1,0,1,6,0,0,3,0,11,1,49,5,53,17,17,1,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,10,0,0,0,4,0,0,8,4,3,3,44,70000,198,0.545,1.0,0.686,0.886,1,0.633,1,0.0,0.0,0.0,0.0,8.976,0,0,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False
36442,7,4,3,1,0,0.143,0.0,0.429,0.571,1,0,0.143,0.0,1,2,1,1,0,0,2,2,5,1,61,2,70,26,25,2,28,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,12,1,0,0,7,2,2,66,2,2,2,30,18000,66,0.429,1.0,0.791,1.0,1,0.74,1,1.0,0.0,0.286,0.0,14.401,0,0,True,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False
5201,3,1,2,0,0,0.0,0.0,0.667,0.333,0,0,0.0,0.0,0,1,1,0,0,0,1,1,2,0,73,64,407,33,5,8,43,11,1,1,0,11,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,2,1,1,1,0,0,1,4,4,4,38,20000,54,0.667,0.0,0.0,0.0,1,0.0,1,0.0,1.0,0.0,0.5,5.298,0,0,False,False,False,False,False,False,True,True,False,False,False,False,True,True,False,False,False,False,False,False,True
10501,27,19,8,2,2,0.074,0.074,0.296,0.704,4,6,0.148,0.222,5,2,1,1,12,0,4,19,8,7,140,1,27,32,9,21,75,26,0,6,6,0,75,7,1,130,16,35,0,0,0,0,0,0,0,0,0,14,21,1,0,1,12,3,4,21,7,4,4,37,40000,143,0.296,0.5,0.978,1.0,1,0.974,1,0.75,0.0,0.25,0.0,22.834,1,0,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False
30542,10,0,10,3,0,0.3,0.0,1.0,0.0,10,0,1.0,0.0,2,1,1,4,0,0,1,1,9,3,10,2,67,6,6,1,24,24,0,1,1,0,24,0,0,4,3,4,0,0,0,0,0,0,0,0,0,24,9,1,0,1,2,2,2,6,9,3,1,34,50000,58,1.0,0.3,0.829,0.674,1,0.981,1,1.0,0.0,1.0,0.0,6.079,0,0,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False
50269,23,12,11,4,4,0.174,0.174,0.478,0.522,10,7,0.435,0.304,1,4,1,8,0,1,2,7,16,7,175,3,59,12,10,2,34,4,0,1,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,25,3,1,2,5,2,2,10,12,8,1,39,30000,155,0.478,0.4,0.836,0.664,1,0.743,1,1.0,0.5,0.4,0.333,21.328,0,1,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,True,False,False
22003,18,10,8,3,3,0.167,0.167,0.444,0.556,5,3,0.278,0.167,1,4,3,6,0,0,2,4,14,3,53,2,41,22,6,3,28,28,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,47,10,2,3,4,3,4,60,19,14,4,28,52000,66,0.444,0.6,0.824,2.001,1,0.754,1,0.75,0.667,0.75,0.2,12.054,0,0,True,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False
49410,22,10,12,7,4,0.318,0.182,0.545,0.455,12,6,0.545,0.273,2,1,1,9,5,2,4,8,14,0,107,4,57,34,7,5,3,3,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,47,10,6,7,15,15,15,12,38,35,17,34,50000,91,0.545,0.583,0.961,0.882,1,0.906,1,1.0,0.857,1.0,0.6,15.615,1,1,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
25360,7,4,3,0,0,0.0,0.0,0.429,0.571,1,0,0.143,0.0,0,0,1,1,3,0,2,3,4,0,100,10,112,21,6,2,3,3,0,1,1,0,3,0,0,58,5,11,0,0,0,0,0,0,0,0,0,3,8,3,2,2,3,0,1,12,4,3,2,42,50000,246,0.429,0.0,0.477,0.013,1,0.537,1,0.0,1.0,0.0,0.667,11.298,1,0,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False
